Dates;EURCHF;EURGBP;EURJPY;EURUSD;EURSEK;EURNOK;EURCAD;EURSGD;EUR
1999-05-20;1.60495;0.6609;131.23;1.0585;8.9792;8.241;1.54595;1.8289;1
1999-05-21;1.60495;0.6609;131.23;1.0585;8.9792;8.241;1.54595;1.8232;1
1999-05-24;1.60225;0.66345;130.55;1.0607;8.9749;8.258;1.54465;1.8252;1
1999-05-25;1.592;0.66165;129.81;1.0624;8.996;8.257;1.55865;1.8357;1
1999-05-26;1.5945;0.655;127.78;1.0443;8.9774;8.246;1.53565;1.808;1
1999-05-27;1.5916;0.6526;125.38;1.0423;8.9756;8.2487;1.5388;1.8025;1
1999-05-28;1.59445;0.65125;126.85;1.0429;8.9698;8.2394;1.53575;1.8016;1
1999-05-31;1.59145;0.65035;126.76;1.042;8.9549;8.2173;1.5355;1.798;1
1999-06-01;1.59255;0.64815;126.05;1.0448;8.9708;8.2324;1.55035;1.8022;1
1999-06-02;1.5911;0.64555;125.79;1.036;8.9524;8.2264;1.53165;1.7884;1
1999-06-03;1.59155;0.64315;125.44;1.0325;8.9232;8.2342;1.5239;1.7818;1
1999-06-04;1.5897;0.6444;126.85;1.0377;8.9209;8.2257;1.52545;1.7924;1
1999-06-07;1.58825;0.64385;124.43;1.0328;8.8853;8.1835;1.51125;1.7745;1
1999-06-08;1.5918;0.65155;124.82;1.0466;8.8877;8.1857;1.54325;1.7858;1
1999-06-09;1.5944;0.6533;124.74;1.0466;8.9091;8.2036;1.54095;1.7939;1
1999-06-10;1.59565;0.65295;124.65;1.0483;8.8905;8.2113;1.534;1.7969;1
1999-06-11;1.59425;0.65045;124.04;1.0519;8.8701;8.2029;1.5406;1.7985;1
1999-06-14;1.5939;0.64885;125.71;1.0423;8.8504;8.1945;1.5227;1.7853;1
1999-06-15;1.59585;0.65405;125.52;1.0427;8.8477;8.1911;1.52635;1.7822;1
1999-06-16;1.59515;0.64895;124.13;1.0308;8.7234;8.166;1.50425;1.7552;1
1999-06-17;1.59545;0.64905;123.43;1.0343;8.7417;8.1306;1.51225;1.7586;1
1999-06-18;1.59725;0.65115;125.15;1.0398;8.7331;8.1021;1.52205;1.7747;1
1999-06-21;1.596;0.65025;126.71;1.0347;8.7038;8.0845;1.52155;1.7685;1
1999-06-22;1.5952;0.64895;125.67;1.0325;8.7021;8.091;1.5182;1.7537;1
1999-06-23;1.59705;0.65375;126.04;1.0337;8.6853;8.0961;1.52115;1.7579;1
1999-06-24;1.5974;0.65535;126.82;1.0413;8.734;8.1315;1.5316;1.7708;1
1999-06-25;1.59835;0.65745;126.66;1.043;8.7249;8.1361;1.528;1.7735;1
1999-06-28;1.60035;0.65285;125.44;1.0331;8.7413;8.1365;1.5185;1.7616;1
1999-06-29;1.6021;0.6565;125.02;1.0319;8.7376;8.1234;1.52545;1.7592;1
1999-06-30;1.60375;0.6564;125.49;1.0351;8.7371;8.1111;1.51455;1.7603;1
1999-07-01;1.60495;0.65045;123.63;1.023;8.7266;8.0858;1.50745;1.7358;1
1999-07-02;1.60645;0.6491;123.93;1.0249;8.6968;8.0816;1.4992;1.7392;1
1999-07-05;1.6045;0.64925;125.12;1.0223;8.7068;8.0567;1.50135;1.7347;1
1999-07-06;1.6029;0.65535;124.91;1.0236;8.6994;8.0669;1.5059;1.7364;1
1999-07-07;1.6047;0.6551;124.98;1.0222;8.6951;8.088;1.5018;1.7352;1
1999-07-08;1.60525;0.65585;125.24;1.0222;8.7303;8.1096;1.5036;1.735;1
1999-07-09;1.6072;0.65845;124.77;1.0196;8.7285;8.1052;1.5009;1.7337;1
1999-07-12;1.6048;0.65165;123.94;1.0145;8.7188;8.1045;1.5004;1.7236;1
1999-07-13;1.60435;0.6527;123.32;1.017;8.7415;8.1515;1.5059;1.7278;1
1999-07-14;1.60625;0.65255;123.16;1.0137;8.7722;8.1474;1.5105;1.7319;1
1999-07-15;1.60625;0.6513;123.32;1.019;8.756;8.1381;1.51005;1.7322;1
1999-07-16;1.60625;0.65285;123.39;1.0201;8.7362;8.1214;1.51265;1.7389;1
1999-07-19;1.6039;0.65265;122.04;1.0313;8.6985;8.1259;1.536;1.7522;1
1999-07-20;1.6051;0.66275;123.9;1.04;8.7518;8.1985;1.55365;1.7742;1
1999-07-21;1.60645;0.66675;124.43;1.05;8.7746;8.2755;1.57835;1.7855;1
1999-07-22;1.60665;0.66445;122.59;1.0508;8.7775;8.2591;1.58285;1.7829;1
1999-07-23;1.60635;0.66655;122.47;1.0505;8.7783;8.2506;1.58395;1.7862;1
1999-07-26;1.60475;0.67;124.32;1.0647;8.7973;8.3413;1.6101;1.7965;1
1999-07-27;1.6007;0.6686;123.82;1.0633;8.8079;8.3367;1.60855;1.7925;1
1999-07-28;1.59815;0.66735;123.85;1.0662;8.8034;8.3771;1.6079;1.7904;1
1999-07-29;1.59575;0.663;123.73;1.0725;8.773;8.3868;1.61425;1.8114;1
1999-07-30;1.59615;0.66055;122.74;1.0712;8.7845;8.33;1.6137;1.8022;1
1999-08-02;1.59695;0.66155;122.26;1.0691;8.7478;8.2763;1.60845;1.7953;1
1999-08-03;1.59845;0.65905;123.17;1.068;8.7288;8.2698;1.59345;1.7974;1
1999-08-04;1.5994;0.665;123.23;1.0776;8.7786;8.3085;1.6063;1.8073;1
1999-08-05;1.60135;0.66695;123.22;1.0758;8.7831;8.3062;1.61045;1.8022;1
1999-08-06;1.6007;0.66765;123.54;1.0743;8.8033;8.293;1.6149;1.7929;1
1999-08-09;1.60165;0.66695;123.44;1.0717;8.807;8.2616;1.6096;1.7873;1
1999-08-10;1.60285;0.6631;122.99;1.071;8.8134;8.2653;1.6037;1.785;1
1999-08-11;1.6019;0.66105;122.97;1.0658;8.7973;8.2406;1.5838;1.7856;1
1999-08-12;1.6014;0.6624;123.1;1.0674;8.7868;8.2349;1.5849;1.7858;1
1999-08-13;1.60255;0.65855;122.38;1.0567;8.7894;8.2442;1.56125;1.7698;1
1999-08-16;1.60175;0.6609;121.26;1.0581;8.7708;8.2243;1.5701;1.7677;1
1999-08-17;1.60165;0.6555;119.7;1.0507;8.7445;8.211;1.55155;1.7654;1
1999-08-18;1.59985;0.6569;117.73;1.052;8.7379;8.2034;1.5603;1.7597;1
1999-08-19;1.5983;0.65815;118.82;1.0644;8.7495;8.2178;1.59065;1.7851;1
1999-08-20;1.59625;0.66065;118.71;1.0672;8.7652;8.2672;1.5965;1.7883;1
1999-08-23;1.6015;0.65535;117.14;1.0491;8.7374;8.2415;1.57125;1.7672;1
1999-08-24;1.6012;0.66125;117.1;1.0544;8.7019;8.2509;1.5711;1.7822;1
1999-08-25;1.602;0.6578;115.77;1.0424;8.7323;8.3178;1.5582;1.7612;1
1999-08-26;1.602;0.65835;116.62;1.0453;8.7134;8.3339;1.56905;1.7678;1
1999-08-27;1.60095;0.65845;116.6;1.0464;8.72;8.3092;1.5583;1.7671;1
1999-08-30;1.60155;0.6592;116.01;1.0483;8.7079;8.3015;1.5663;1.7689;1
1999-08-31;1.6008;0.65885;115.99;1.0566;8.7032;8.2828;1.57545;1.7791;1
1999-09-01;1.60125;0.6596;115.54;1.0582;8.6918;8.2633;1.5746;1.7805;1
1999-09-02;1.5965;0.6653;116.65;1.0689;8.7366;8.3234;1.59925;1.8015;1
1999-09-03;1.59875;0.6622;116.76;1.0613;8.6939;8.3169;1.58185;1.7911;1
1999-09-06;1.59825;0.65855;116.07;1.0575;8.6497;8.285;1.57585;1.7862;1
1999-09-07;1.59885;0.6602;117.29;1.0587;8.6323;8.2574;1.57675;1.7928;1
1999-09-08;1.601;0.6547;117.79;1.0598;8.6253;8.2352;1.5766;1.7982;1
1999-09-09;1.60075;0.6443;113.86;1.0538;8.6118;8.2046;1.55695;1.7771;1
1999-09-10;1.6082;0.6409;112.74;1.0374;8.5983;8.1907;1.5299;1.7531;1
1999-09-13;1.60555;0.6482;111.21;1.0425;8.5595;8.1725;1.53125;1.7553;1
1999-09-14;1.60365;0.6441;109.6;1.0358;8.6048;8.2037;1.5264;1.7492;1
1999-09-15;1.6038;0.6448;108.97;1.0409;8.6223;8.2105;1.5363;1.7599;1
1999-09-16;1.6027;0.63985;109.16;1.0384;8.6179;8.217;1.5315;1.757;1
1999-09-17;1.60575;0.64205;111.71;1.0423;8.6153;8.2211;1.5334;1.765;1
1999-09-20;1.6072;0.6384;109.87;1.0356;8.5802;8.1848;1.5308;1.7612;1
1999-09-21;1.6039;0.6427;110.07;1.0492;8.6157;8.2007;1.5486;1.7844;1
1999-09-22;1.60515;0.64065;108.76;1.0439;8.614;8.2213;1.53535;1.7831;1
1999-09-23;1.6021;0.6384;108.96;1.0504;8.6062;8.1897;1.54755;1.8039;1
1999-09-24;1.6013;0.636;108.75;1.0439;8.6139;8.1919;1.53705;1.7841;1
1999-09-27;1.60185;0.63535;110.64;1.0462;8.6119;8.1993;1.53645;1.7835;1
1999-09-28;1.6015;0.63855;112.04;1.0525;8.6304;8.1947;1.53805;1.8043;1
1999-09-29;1.60075;0.6474;113.96;1.0645;8.6948;8.2395;1.5598;1.8173;1
1999-09-30;1.59835;0.64855;113.65;1.0684;8.7017;8.2057;1.56725;1.8138;1
1999-10-01;1.5907;0.64875;112.72;1.0725;8.7332;8.2395;1.5851;1.817;1
1999-10-04;1.59335;0.64865;114.05;1.0737;8.6997;8.2336;1.57725;1.8136;1
1999-10-05;1.5907;0.64855;114.26;1.0737;8.751;8.2358;1.58045;1.8003;1
1999-10-06;1.59195;0.645;114.91;1.0687;8.7031;8.2527;1.56965;1.7915;1
1999-10-07;1.59295;0.64875;114.88;1.0717;8.7169;8.2788;1.57535;1.798;1
1999-10-08;1.59585;0.6436;114.17;1.0633;8.6859;8.3122;1.5642;1.7874;1
1999-10-11;1.59555;0.64355;113.68;1.0638;8.6589;8.2859;1.56665;1.7845;1
1999-10-12;1.59265;0.6498;114.32;1.0772;8.6865;8.2923;1.5897;1.8071;1
1999-10-13;1.58895;0.65265;114.98;1.0806;8.727;8.3095;1.6014;1.8186;1
1999-10-14;1.59;0.6482;115.78;1.0777;8.7489;8.3152;1.59535;1.8094;1
1999-10-15;1.5873;0.65275;114.99;1.0894;8.8102;8.3448;1.6213;1.8234;1
1999-10-18;1.58935;0.6478;113.97;1.0813;8.8404;8.3537;1.615;1.8129;1
1999-10-19;1.59075;0.64705;114.13;1.0825;8.8196;8.3443;1.61205;1.808;1
1999-10-20;1.59295;0.64615;114.59;1.075;8.8004;8.3243;1.5965;1.8;1
1999-10-21;1.59445;0.64485;114.53;1.0802;8.7805;8.3107;1.60025;1.8017;1
1999-10-22;1.5989;0.64525;113.04;1.069;8.6581;8.2652;1.57845;1.7808;1
1999-10-25;1.5982;0.6423;112.48;1.0675;8.6814;8.2694;1.57165;1.775;1
1999-10-26;1.60015;0.64115;111.07;1.0593;8.6238;8.2315;1.56115;1.7659;1
1999-10-27;1.60085;0.6382;109.79;1.0518;8.6073;8.2215;1.54865;1.758;1
1999-10-28;1.60405;0.6419;110.49;1.0511;8.6639;8.2675;1.54855;1.757;1
1999-10-29;1.6049;0.64145;109.9;1.0549;8.6426;8.2499;1.55065;1.7537;1
1999-11-01;1.6041;0.63985;109.35;1.0513;8.6576;8.2688;1.5413;1.7431;1
1999-11-02;1.6074;0.63945;109.68;1.0527;8.6563;8.2537;1.54725;1.7586;1
1999-11-03;1.60895;0.6382;110.01;1.0489;8.6789;8.2545;1.5394;1.7525;1
1999-11-04;1.6157;0.6399;108.84;1.0432;8.6771;8.2406;1.5188;1.7285;1
1999-11-05;1.61365;0.64305;110.51;1.0421;8.6315;8.2406;1.52995;1.7416;1
1999-11-08;1.6095;0.64125;109.18;1.0384;8.6464;8.2197;1.52775;1.7333;1
1999-11-09;1.60835;0.64105;109.16;1.0404;8.64;8.193;1.53395;1.7385;1
1999-11-10;1.60855;0.64145;109.35;1.0447;8.6478;8.1845;1.53335;1.7508;1
1999-11-11;1.60635;0.6414;109.17;1.0406;8.6426;8.2078;1.52485;1.7423;1
1999-11-12;1.60605;0.63875;108.71;1.0318;8.6202;8.179;1.50515;1.7214;1
1999-11-15;1.60535;0.6371;108.28;1.0333;8.627;8.1996;1.51415;1.7226;1
1999-11-16;1.60055;0.63745;109.15;1.0303;8.6237;8.1915;1.50765;1.7207;1
1999-11-17;1.60335;0.6413;109.95;1.0416;8.6333;8.2023;1.53045;1.7367;1
1999-11-18;1.60215;0.6378;109.04;1.0297;8.6017;8.1801;1.509;1.7196;1
1999-11-19;1.6022;0.636;109.57;1.03;8.5978;8.1741;1.5056;1.7185;1
1999-11-22;1.60225;0.6368;108.11;1.0321;8.6043;8.1701;1.5088;1.7238;1
1999-11-23;1.59965;0.6326;107.23;1.0279;8.61;8.18;1.5074;1.7152;1
1999-11-24;1.59925;0.63235;106.6;1.0185;8.5962;8.1532;1.4926;1.6977;1
1999-11-25;1.60045;0.63165;106.29;1.0179;8.5527;8.1437;1.4936;1.7022;1
1999-11-26;1.6045;0.6328;103.68;1.0163;8.5858;8.1182;1.4923;1.7003;1
1999-11-29;1.6042;0.6288;103.5;1.0104;8.5672;8.1313;1.4892;1.7014;1
1999-11-30;1.6021;0.63125;103.13;1.0093;8.5853;8.126;1.4871;1.6965;1
1999-12-01;1.5993;0.6293;103.54;1.0087;8.5856;8.1459;1.48525;1.6957;1
1999-12-02;1.5998;0.62605;102.93;1.0013;8.6242;8.1217;1.4838;1.6883;1
1999-12-03;1.5948;0.6259;102.93;1.0018;8.5766;8.1078;1.48165;1.6893;1
1999-12-06;1.59905;0.63145;105.26;1.0228;8.6119;8.112;1.50675;1.7174;1
1999-12-07;1.5996;0.63105;104.86;1.0254;8.6101;8.1245;1.51465;1.7195;1
1999-12-08;1.60045;0.63115;105.79;1.0278;8.5795;8.1318;1.5196;1.7273;1
1999-12-09;1.59965;0.62885;104.63;1.0214;8.5673;8.1288;1.50705;1.7141;1
1999-12-10;1.60025;0.6247;103.65;1.0134;8.5928;8.1204;1.4965;1.6984;1
1999-12-13;1.60165;0.62445;104.62;1.0144;8.5791;8.1073;1.4995;1.7023;1
1999-12-14;1.6003;0.62425;104.09;1.0058;8.578;8.1006;1.48925;1.6909;1
1999-12-15;1.6003;0.62725;104.52;1.0071;8.5828;8.1177;1.4925;1.689;1
1999-12-16;1.60115;0.6313;104.94;1.017;8.6217;8.1093;1.50015;1.7008;1
1999-12-17;1.60375;0.629;103.9;1.0088;8.5861;8.0775;1.48995;1.6882;1
1999-12-20;1.598;0.6295;103.91;1.0133;8.5991;8.0734;1.4995;1.6914;1
1999-12-21;1.6002;0.6253;103.03;1.0085;8.5902;8.0748;1.4888;1.6837;1
1999-12-22;1.60045;0.62715;102.6;1.0094;8.5614;8.0467;1.49005;1.6803;1
1999-12-23;1.6056;0.6286;103.64;1.0156;8.5771;8.1081;1.4934;1.6974;1
1999-12-24;1.60845;0.6274;104.33;1.011;8.5614;8.1184;1.49025;1.6914;1
1999-12-27;1.60515;0.62655;103.58;1.0133;8.5823;8.103;1.4773;1.6912;1
1999-12-28;1.6056;0.62375;103.24;1.007;8.5796;8.0877;1.46085;1.6775;1
1999-12-29;1.605;0.62115;102.72;1.0051;8.5566;8.0719;1.46035;1.6764;1
1999-12-30;1.60665;0.6243;103.36;1.0087;8.601;8.0507;1.46605;1.6814;1
1999-12-31;1.60055;0.62245;103.08;1.0062;8.5687;8.0711;1.4557;1.6768;1
2000-01-03;1.60515;0.62595;103.93;1.0243;8.5809;8.0866;1.48185;1.7;1
2000-01-04;1.6035;0.6295;106.34;1.0296;8.6289;8.1812;1.4956;1.7056;1
2000-01-05;1.6044;0.62835;107.63;1.0321;8.6228;8.1943;1.49605;1.7121;1
2000-01-06;1.60425;0.62695;108.68;1.0328;8.6426;8.1852;1.5063;1.7195;1
2000-01-07;1.60885;0.62805;108.46;1.0295;8.6657;8.2127;1.4991;1.7103;1
2000-01-10;1.60935;0.62635;107.74;1.0256;8.6651;8.2168;1.4937;1.7037;1
2000-01-11;1.61075;0.62725;109.56;1.0336;8.6775;8.2279;1.50635;1.725;1
2000-01-12;1.6109;0.62605;109.2;1.0309;8.6588;8.2039;1.49925;1.7217;1
2000-01-13;1.61245;0.62265;108.86;1.0258;8.6351;8.1473;1.48785;1.7127;1
2000-01-14;1.61375;0.61935;107.17;1.0122;8.5684;8.0877;1.4683;1.6956;1
2000-01-17;1.61515;0.61965;106.16;1.0122;8.5675;8.1045;1.4671;1.6953;1
2000-01-18;1.61315;0.61905;107.15;1.0137;8.5682;8.0874;1.4701;1.697;1
2000-01-19;1.61385;0.61605;106.74;1.0133;8.5882;8.0932;1.4713;1.6989;1
2000-01-20;1.61105;0.61505;107.23;1.0168;8.5863;8.0946;1.47145;1.7018;1
2000-01-21;1.6116;0.6123;105.8;1.0098;8.5646;8.0736;1.45535;1.696;1
2000-01-24;1.61145;0.6095;106.34;1.0072;8.5794;8.0602;1.45415;1.6957;1
2000-01-25;1.61225;0.6084;106.14;1.0009;8.5649;8.0513;1.4382;1.6889;1
2000-01-26;1.61245;0.61095;105.81;1.0019;8.5273;8.0803;1.4419;1.6979;1
2000-01-27;1.6133;0.60285;103.79;0.9882;8.5105;8.0439;1.41755;1.6711;1
2000-01-28;1.60935;0.60175;104.42;0.9747;8.642;8.0853;1.40995;1.6679;1
2000-01-31;1.60855;0.60065;104.22;0.9707;8.5955;8.0851;1.4058;1.65;1
2000-02-01;1.6094;0.60165;104.77;0.9711;8.5223;8.0412;1.4071;1.6504;1
2000-02-02;1.61125;0.60705;105.61;0.9765;8.5273;8.0448;1.4031;1.6581;1
2000-02-03;1.60715;0.6201;106.55;0.9894;8.4732;8.1161;1.42785;1.6766;1
2000-02-04;1.60735;0.61755;105.38;0.9832;8.473;8.0955;1.4162;1.6654;1
2000-02-07;1.60695;0.61445;106.6;0.9815;8.4563;8.0803;1.42165;1.6634;1
2000-02-08;1.60805;0.61175;107.93;0.9855;8.4658;8.0718;1.42295;1.6724;1
2000-02-09;1.60905;0.61495;108.19;0.9942;8.4725;8.0868;1.43545;1.6822;1
2000-02-10;1.60655;0.6124;107.59;0.9854;8.4582;8.058;1.4269;1.6709;1
2000-02-11;1.6049;0.6197;107.45;0.9875;8.4588;8.0866;1.43205;1.6722;1
2000-02-14;1.6085;0.61685;106.57;0.9783;8.4736;8.0592;1.425;1.6555;1
2000-02-15;1.6061;0.61465;107.16;0.9815;8.524;8.1101;1.42825;1.663;1
2000-02-16;1.60405;0.61355;107.99;0.9863;8.5113;8.1025;1.43295;1.681;1
2000-02-17;1.6046;0.61395;109.18;0.9878;8.5397;8.1568;1.4325;1.6847;1
2000-02-18;1.6033;0.6145;109.21;0.9839;8.5217;8.139;1.4275;1.6791;1
2000-02-21;1.60315;0.61725;109.86;0.9877;8.565;8.1708;1.4367;1.6844;1
2000-02-22;1.60835;0.6224;111.22;1.0038;8.5887;8.1903;1.46785;1.7152;1
2000-02-23;1.61125;0.6258;111.55;1.0036;8.5944;8.1857;1.4651;1.7186;1
2000-02-24;1.60865;0.62035;110.42;0.992;8.5307;8.1409;1.44215;1.7026;1
2000-02-25;1.60855;0.6113;107.66;0.9749;8.4607;8.0957;1.41125;1.6656;1
2000-02-28;1.60685;0.60855;106.43;0.9709;8.4133;8.0731;1.4098;1.6685;1
2000-02-29;1.606;0.6107;106.33;0.9642;8.4397;8.0902;1.39785;1.6618;1
2000-03-01;1.60725;0.6134;104.29;0.9727;8.4252;8.069;1.41045;1.6699;1
2000-03-02;1.6078;0.61105;104.07;0.9656;8.483;8.0743;1.40655;1.662;1
2000-03-03;1.6033;0.60755;103.31;0.9586;8.4356;8.071;1.39055;1.6538;1
2000-03-06;1.608;0.609;103.11;0.9586;8.4258;8.0775;1.3935;1.6548;1
2000-03-07;1.60645;0.6065;101.8;0.9584;8.4121;8.0673;1.39415;1.6471;1
2000-03-08;1.60665;0.60765;102.98;0.961;8.4682;8.1001;1.3997;1.6463;1
2000-03-09;1.6073;0.611;103.07;0.9669;8.4357;8.1175;1.4094;1.6511;1
2000-03-10;1.60955;0.6112;102.49;0.9637;8.4015;8.0889;1.40485;1.6419;1
2000-03-13;1.6113;0.61055;101.71;0.9642;8.4026;8.1108;1.4084;1.6473;1
2000-03-14;1.61175;0.61385;101.86;0.9686;8.3937;8.1506;1.41875;1.6562;1
2000-03-15;1.61225;0.6147;102.14;0.9669;8.4483;8.1598;1.41825;1.6574;1
2000-03-16;1.6119;0.61525;102.21;0.9696;8.4162;8.1617;1.428;1.6593;1
2000-03-17;1.61095;0.6177;103.76;0.9721;8.3998;8.1672;1.4289;1.6704;1
2000-03-20;1.6118;0.6203;103.45;0.9728;8.4021;8.1829;1.42955;1.673;1
2000-03-21;1.612;0.61195;102.68;0.9615;8.3615;8.1682;1.41295;1.6575;1
2000-03-22;1.60895;0.6084;102.94;0.961;8.3432;8.1338;1.41295;1.6458;1
2000-03-23;1.59925;0.6123;104.25;0.9715;8.3891;8.1174;1.4273;1.6622;1
2000-03-24;1.58695;0.61345;104.5;0.9779;8.3394;8.1099;1.42975;1.6779;1
2000-03-27;1.58875;0.6092;103.29;0.9672;8.342;8.1182;1.4098;1.6579;1
2000-03-28;1.5908;0.60445;101.67;0.9605;8.2246;8.0738;1.3957;1.6468;1
2000-03-29;1.5943;0.5969;100.6;0.9514;8.2435;8.0522;1.3861;1.6332;1
2000-03-30;1.59275;0.6029;101.38;0.9613;8.2896;8.0659;1.39845;1.6516;1
2000-03-31;1.5911;0.60025;98.19;0.9555;8.278;8.0904;1.3846;1.6358;1
2000-04-03;1.58065;0.59795;100.08;0.9553;8.3186;8.1005;1.38465;1.6404;1
2000-04-04;1.57575;0.60345;100.92;0.9596;8.2769;8.1254;1.39355;1.6465;1
2000-04-05;1.57435;0.60765;100.96;0.9625;8.304;8.1534;1.39595;1.65;1
2000-04-06;1.57095;0.60615;100.4;0.9584;8.291;8.1198;1.39265;1.6429;1
2000-04-07;1.56995;0.60485;100.64;0.9553;8.2825;8.1207;1.39275;1.6378;1
2000-04-10;1.5729;0.60725;102.44;0.9627;8.2629;8.1723;1.4076;1.6537;1
2000-04-11;1.57435;0.60495;102.6;0.9592;8.2916;8.1782;1.40355;1.6502;1
2000-04-12;1.57485;0.60375;101.53;0.959;8.333;8.1569;1.40305;1.6494;1
2000-04-13;1.57275;0.60075;100.86;0.9524;8.2986;8.1418;1.40205;1.636;1
2000-04-14;1.5715;0.60625;100.79;0.9622;8.3306;8.1682;1.42102;1.6446;1
2000-04-17;1.5709;0.60283;99.59;0.9527;8.3175;8.1899;1.41504;1.6247;1
2000-04-18;1.57515;0.59959;99.01;0.9453;8.2673;8.1616;1.40024;1.6057;1
2000-04-19;1.56985;0.59395;98.47;0.9402;8.2448;8.1744;1.3878;1.5972;1
2000-04-20;1.5722;0.59425;99.07;0.9374;8.241;8.1391;1.3829;1.5934;1
2000-04-21;1.57205;0.59445;99.24;0.9385;8.2395;8.1382;1.3842;1.5931;1
2000-04-24;1.5722;0.5942;99.23;0.938;8.264;8.1462;1.38535;1.5961;1
2000-04-25;1.57235;0.58246;97.56;0.9208;8.1884;8.148;1.35119;1.57;1
2000-04-26;1.5719;0.58605;98.13;0.9235;8.1999;8.1428;1.36163;1.5748;1
2000-04-27;1.572;0.57885;96.84;0.9099;8.1392;8.151;1.34296;1.5513;1
2000-04-28;1.56483;0.58787;98.56;0.9119;8.1247;8.1467;1.34933;1.5567;1
2000-05-01;1.56505;0.58969;99.65;0.9158;8.1496;8.1538;1.35464;1.5669;1
2000-05-02;1.5592;0.58327;98.73;0.91;8.114;8.11;1.3525;1.5629;1
2000-05-03;1.5434;0.57315;97.59;0.8948;8.0666;8.0593;1.3363;1.5403;1
2000-05-04;1.54655;0.5773;96.13;0.8895;8.1093;8.1206;1.3301;1.5323;1
2000-05-05;1.5539;0.5862;97.39;0.897;8.1563;8.1489;1.3368;1.5438;1
2000-05-08;1.54985;0.58555;97.79;0.8977;8.1451;8.1453;1.3393;1.5488;1
2000-05-09;1.55615;0.59275;99.08;0.9075;8.1856;8.1807;1.3534;1.568;1
2000-05-10;1.55825;0.59965;99.32;0.9068;8.246;8.2265;1.3534;1.5676;1
2000-05-11;1.55725;0.59965;97.85;0.9016;8.2855;8.2316;1.34105;1.5544;1
2000-05-12;1.55505;0.60545;99.74;0.9197;8.2688;8.2038;1.36645;1.5883;1
2000-05-15;1.55195;0.60535;99.68;0.9112;8.2675;8.1766;1.35455;1.5783;1
2000-05-16;1.54985;0.60295;98.53;0.9003;8.1976;8.1656;1.33645;1.5605;1
2000-05-17;1.55305;0.5985;97.93;0.8959;8.1782;8.1654;1.3399;1.5523;1
2000-05-18;1.55535;0.60335;97.27;0.8946;8.1614;8.1625;1.34155;1.5502;1
2000-05-19;1.55295;0.6035;96.03;0.8975;8.2095;8.1726;1.34285;1.5494;1
2000-05-22;1.55435;0.60495;96.71;0.9031;8.3208;8.2403;1.35265;1.564;1
2000-05-23;1.56135;0.61415;96.64;0.9071;8.3309;8.2713;1.36655;1.5728;1
2000-05-24;1.55915;0.61275;97.55;0.9044;8.3126;8.2667;1.36455;1.5716;1
2000-05-25;1.56275;0.61995;97.9;0.9115;8.3353;8.27;1.3697;1.5788;1
2000-05-26;1.56725;0.62475;99.74;0.9309;8.4128;8.3336;1.40155;1.6161;1
2000-05-29;1.56795;0.6209;99.11;0.9266;8.4085;8.321;1.3895;1.6074;1
2000-05-30;1.5703;0.62115;99.03;0.9301;8.3778;8.3353;1.40085;1.6117;1
2000-05-31;1.5763;0.62465;100.91;0.938;8.3738;8.3401;1.40315;1.6245;1
2000-06-01;1.57115;0.62315;101.11;0.9312;8.3303;8.3025;1.38815;1.6115;1
2000-06-02;1.5743;0.62675;102.23;0.9463;8.3175;8.3014;1.3975;1.6308;1
2000-06-05;1.57485;0.62375;101.71;0.9479;8.3375;8.2819;1.4022;1.6333;1
2000-06-06;1.57065;0.62445;100.99;0.9548;8.3183;8.2809;1.4104;1.6416;1
2000-06-07;1.56855;0.63205;101.41;0.9622;8.3149;8.2812;1.42255;1.657;1
2000-06-08;1.56725;0.63265;101.21;0.956;8.3643;8.318;1.41215;1.6463;1
2000-06-09;1.5657;0.63145;101.94;0.9536;8.3071;8.3066;1.40585;1.6426;1
2000-06-12;1.56195;0.63055;101.89;0.9538;8.2832;8.2779;1.40805;1.6417;1
2000-06-13;1.56305;0.6368;102.62;0.9596;8.263;8.2834;1.40905;1.6515;1
2000-06-14;1.56445;0.6388;102.14;0.9579;8.1742;8.2229;1.4059;1.6493;1
2000-06-15;1.5614;0.6312;101.72;0.9547;8.2147;8.2088;1.40885;1.6437;1
2000-06-16;1.5599;0.63655;102.65;0.965;8.3191;8.2855;1.41425;1.6662;1
2000-06-19;1.5603;0.63275;101.35;0.9567;8.2723;8.2431;1.40195;1.6573;1
2000-06-20;1.5547;0.62865;100.73;0.9548;8.2384;8.2435;1.4043;1.6552;1
2000-06-21;1.5475;0.6299;99.71;0.9442;8.2246;8.2121;1.391;1.6372;1
2000-06-22;1.5485;0.61845;97.83;0.9355;8.2662;8.2053;1.38165;1.6245;1
2000-06-23;1.55245;0.62345;98.03;0.9359;8.2895;8.1818;1.38785;1.6203;1
2000-06-26;1.54765;0.62585;99.02;0.9369;8.3555;8.2189;1.389;1.6244;1
2000-06-27;1.5465;0.62755;99.63;0.9459;8.3618;8.2138;1.4003;1.64;1
2000-06-28;1.55025;0.6215;99.28;0.9401;8.3693;8.1829;1.39055;1.6342;1
2000-06-29;1.55705;0.62675;100.26;0.952;8.4105;8.1751;1.41115;1.6502;1
2000-06-30;1.55675;0.62905;101.08;0.9525;8.3802;8.1885;1.4103;1.6479;1
2000-07-03;1.55545;0.62785;100.41;0.9502;8.3804;8.1871;1.40745;1.6463;1
