Dates;EURCHF;EURGBP;EURJPY;EURUSD;EURSEK;EURNOK;EURCAD;EURSGD;EUR
1999-05-20;-224;175.35;-336.5;288.5;521.5;2537.5;352.5;-11.5;0
1999-05-21;-224;175.35;-336.5;288.5;521.5;2537.5;352.5;-6.5;0
1999-05-24;-225.5;175.9;-334;292;555.5;2537.5;344.5;-15;0
1999-05-25;-230.8;175.15;-335;292.5;557.5;2605;352.5;9.5;0
1999-05-26;-221.5;174.75;-337;290;560;2597.5;372.5;20.5;0
1999-05-27;-228.5;171.95;-324.5;293.5;535;2550;378.5;26.5;0
1999-05-28;-228.5;173.15;-329.5;292;552.5;2552.5;376;-0.5;0
1999-05-31;-230.5;171.2;-327;293;547.5;2556;374.5;11;0
1999-06-01;-233.5;169.1;-338;294;542.5;2529;374.5;15.4;0
1999-06-02;-220.5;169.75;-331;287;567.5;2540;374.5;21.4;0
1999-06-03;-216.5;170;-337;291.5;541.5;2562.5;375;20.5;0
1999-06-04;-225;169.05;-341;289.75;547.5;2557.5;365;23;0
1999-06-07;-223.5;166.5;-335;290.5;525;2517.5;359;11.5;0
1999-06-08;-224;168.55;-336;297.5;537.5;2530;374.5;6;0
1999-06-09;-223.5;169.55;-336;298;540;2532.5;380;9;0
1999-06-10;-221.55;167.45;-331;297;515;2492.5;381;11;0
1999-06-11;-218.5;163.75;-332.5;300;517.5;2492.5;376;8.5;0
1999-06-14;-215;156.2;-333.5;297.5;548;2473.5;371;15.5;0
1999-06-15;-222.5;156.6;-338.5;297.3;534;2467.5;379.5;13.5;0
1999-06-16;-218.5;155;-330.5;292;547.5;2423.5;366.5;6;0
1999-06-17;-228;155.55;-345;286.15;510;2432.5;360;-5;0
1999-06-18;-227;155.95;-321.5;288.5;495;2440;358;-11.5;0
1999-06-21;-227;155.5;-340.5;288;512.5;2425;352.5;-13;0
1999-06-22;-225.5;155.05;-340.5;290;481.5;2421;357.5;-25.7;0
1999-06-23;-229.5;154.8;-349;290.5;517.5;2410;369.5;-26.5;0
1999-06-24;-228;159.5;-347.5;292;482.5;2432.5;370;-18;0
1999-06-25;-220;157.65;-345;294.4;490;2420;364.5;-19.5;0
1999-06-28;-213.5;160.9;-338;293.25;537.5;2462.5;367.5;-24.5;0
1999-06-29;-211.5;163.35;-338.2;295.5;577.5;2483.5;367;-21.5;0
1999-06-30;-211.5;163;-340.5;288;490;2407.5;373;-13;0
1999-07-01;-201.5;157.55;-334.5;285.25;537.5;2417.5;342.5;-26;0
1999-07-02;-190.5;161.7;-339.5;281.8;592.5;2455;334;-32;0
1999-07-05;-189.5;154.9;-343.5;281.25;602.5;2472;331.5;-38;0
1999-07-06;-189;153.8;-346.05;284.25;672.5;2467.5;341.5;-48.9;0
1999-07-07;-191.8;153.6;-343.5;284.4;783;2445;346.5;-41.5;0
1999-07-08;-194.55;153;-348;282;802.5;2425;339;-37;0
1999-07-09;-194;153.65;-348.5;278.95;747.5;2410;339;-26.5;0
1999-07-12;-205.5;151.45;-347;278.25;655;2370;338.5;-25.5;0
1999-07-13;-201;153.75;-352;282.25;685;2420;345.5;-17.5;0
1999-07-14;-205;149.45;-342.5;283.5;717.5;2402.5;345.5;-8.5;0
1999-07-15;-202;149.55;-347.5;274.5;670;2350;330;-20.5;0
1999-07-16;-207.3;146.4;-353.5;270.55;637.5;2342.5;327.5;-7.8;0
1999-07-19;-218;149.5;-359.5;268.5;602.5;2312.5;323.5;-34.6;0
1999-07-20;-224;152.55;-356;269.75;580;2320;339;-44.9;0
1999-07-21;-222;158.1;-356.5;275;600;2435;352.5;-31;0
1999-07-22;-213.5;156.4;-356.5;280.75;642.5;2487.5;351;-14.5;0
1999-07-23;-218;161.95;-359.5;279.5;640;2407.5;371;2.9;0
1999-07-26;-227;163.2;-359.5;288.95;657.5;2382.5;389;7.2;0
1999-07-27;-231;162.1;-360;288;670;2422.5;394;-5.6;0
1999-07-28;-232.5;165.95;-361.5;287.75;647.5;2427.5;383.5;-11;0
1999-07-29;-233.5;166.95;-360;289.95;612.5;2377.5;386.5;0.5;0
1999-07-30;-233;166.25;-358.5;291.05;625;2365;380;-11;0
1999-08-02;-234;166.7;-364;290;645;2300;376;5.4;0
1999-08-03;-236;166.05;-369.5;289.5;602.5;2282.5;357;9;0
1999-08-04;-233;171.6;-365.5;291.5;640;2285;358.5;19.5;0
1999-08-05;-231;172.25;-370;283.5;595;2250;351.5;11;0
1999-08-06;-233;173.56;-373;287.5;810;2425;368;25;0
1999-08-09;-234.5;169.3;-374.5;291.75;807.5;2337.5;378;21;0
1999-08-10;-229.7;167.75;-379.5;297;812.5;2242.5;387.5;45.5;0
1999-08-11;-230;165.05;-367.5;295.5;790;2205;377;75.5;0
1999-08-12;-236.5;166.35;-370;295.25;577.5;2215;370;75;0
1999-08-13;-234;165.55;-362;292.5;620;2215;366.5;64.5;0
1999-08-16;-239.5;163.45;-360.5;288.5;660.5;2202.5;362.5;39.1;0
1999-08-17;-239;163.2;-359;289.7;685;2200;354.5;35.5;0
1999-08-18;-232.5;167.45;-345;293;675;2212.5;362.5;38;0
1999-08-19;-239.5;165.95;-348.5;292;647.5;2170;364.5;32.5;0
1999-08-20;-236;170;-353;293.5;660;2200;363.5;14;0
1999-08-23;-225;170.25;-344.5;292.25;675;2220;361.5;15.5;0
1999-08-24;-225;169.5;-351;289;625;2165;357.5;18;0
1999-08-25;-230;168.6;-340.39;285.75;677.5;2363;337;16.5;0
1999-08-26;-236.5;166.3;-349;282.5;637.5;2335;337;25.5;0
1999-08-27;-237.5;166.1;-352;284.5;675;2280;329.5;20;0
1999-08-30;-238.5;165.95;-354;285.65;655;2265;329.5;23.5;0
1999-08-31;-231;166.65;-357;292.75;657.5;2237.5;346.5;21.8;0
1999-09-01;-235;169.3;-355;294.25;727.5;2227.5;343.5;35.5;0
1999-09-02;-238;171;-357;296;677.5;2170;354.5;48.5;0
1999-09-03;-234;169.3;-348.5;294.2;665;2177.5;339;46.5;0
1999-09-06;-237;178.8;-346;293.5;657;2200.5;339.5;41.5;0
1999-09-07;-241.5;178.8;-355;293.5;610;2165;339;63;0
1999-09-08;-246;181.95;-354.29;287;635;2117.5;328.5;79.5;0
1999-09-09;-244;181.25;-365.5;288.5;657.5;2105;324.5;74;0
1999-09-10;-240;184.7;-347.6;279.7;685;2085;310;50.5;0
1999-09-13;-247;185.05;-346.5;277.25;595;2065;303.5;22;0
1999-09-14;-247;183;-343.1;280.5;620;2060;317.5;16.5;0
1999-09-15;-247;181.85;-340.6;276.5;640;2067.5;311;-6.5;0
1999-09-16;-232.5;181.95;-339.2;282.7;660;2115;316.5;18.5;0
1999-09-17;-226;180.2;-343.5;281.75;663.5;2120;312;9.5;0
1999-09-20;-215;181.4;-345.5;280.45;672.5;2127.5;309.5;28.5;0
1999-09-21;-221;181;-339.5;281.5;715;2135;307;27.5;0
1999-09-22;-217;180.5;-336.5;280;765;2097.5;302.5;39.5;0
1999-09-23;-221;180.7;-332;281.5;730;2140;307.5;37;0
1999-09-24;-209;180.75;-332.5;278.5;747.5;2130;297;39;0
1999-09-27;-203;178.8;-344.5;273.5;735;2132.5;294.5;19;0
1999-09-28;-204;178.8;-343.5;275;737.5;2100;284;24.5;0
1999-09-29;-204;180.5;-346;278.5;725;2125;293.5;19.5;0
1999-09-30;-209;182.2;-354;278.5;685;2077.5;294;12;0
1999-10-01;-181.5;179.4;-372.5;272;644;2035;288;-17;0
1999-10-04;-178.35;178.8;-374.5;269.7;675;1972.5;282.5;-17;0
1999-10-05;-193.5;173.9;-384.5;270.75;632.5;1980;275.5;-13;0
1999-10-06;-183;175.05;-389;271;535;1982.5;282;-9.6;0
1999-10-07;-172;176.5;-386;279.5;563.5;2010;295;-37;0
1999-10-08;-171;172.05;-383;272.75;527.5;1995;283.5;-40.5;0
1999-10-11;-174;170.35;-386.5;271.5;520;1997;293.5;-40;0
1999-10-12;-174;170.5;-397;269.5;505;1935;298;-58;0
1999-10-13;-172.5;168.85;-404;268;530;1945;304.5;-53;0
1999-10-14;-175.5;167;-405.5;264.25;542.5;1892.5;312;-62;0
1999-10-15;-183;168.6;-402;268.6;525;1897.5;317.5;-55.5;0
1999-10-18;-178;168.15;-398.5;268.75;587.5;1937.5;321.5;-57;0
1999-10-19;-188.5;169.1;-394;266;545;1920;319;-50.7;0
1999-10-20;-181;168.8;-407;265.9;562.5;1935;320.5;-63.5;0
1999-10-21;-186;167.75;-405;265;528;1920;314.5;-62.5;0
1999-10-22;-198;168.05;-397.5;264;485;1888;313.5;-58;0
1999-10-25;-196;165.5;-400.5;263.5;505;1860;311;-63.5;0
1999-10-26;-205;164.2;-393.5;259.6;505;1855;311.5;-59.5;0
1999-10-27;-203;165.55;-384;258.5;447.5;1845;320.5;-50.3;0
1999-10-28;-198;167.75;-381.5;261.5;475;1875;312;-55.5;0
1999-10-29;-213.5;166.85;-379;254;460;1865;292;-66.9;0
1999-11-01;-201.5;165.9;-383.5;251;440;1840;289.5;-70.5;0
1999-11-02;-189;167.3;-379;252;460;1885;294;-57.5;0
1999-11-03;-190.1;166.6;-379;253.5;472.5;1860;289.5;-58.5;0
1999-11-04;-198;161.6;-370;246;492.5;1877.5;290.5;-54.5;0
1999-11-05;-200;160.45;-374.5;246.5;455;1880;291;-44.5;0
1999-11-08;-206;158.8;-373;246;485;1860;313;-33.5;0
1999-11-09;-208;161.7;-363;254;506;1882;315.5;-38;0
1999-11-10;-208;156.4;-368.5;251.97;492.5;1857.5;315.5;-26.5;0
1999-11-11;-207;156;-367;255.5;430;1855;310;-29.5;0
1999-11-12;-205.5;155.95;-359.5;257;412.5;1902.5;307;-30;0
1999-11-15;-211.15;158;-364;255.25;403;1857;297.5;-42.5;0
1999-11-16;-212.5;157.75;-365;256.5;490;1845;292.5;-38;0
1999-11-17;-208;160.5;-370.5;256.5;440;1830;303.5;-54;0
1999-11-18;-207.5;164.15;-369.5;252.5;485;1805;296;-55;0
1999-11-19;-209.5;164.05;-372;252.5;485;1805;276.5;-53;0
1999-11-22;-213.5;163.6;-372.5;253.5;502.5;1797.5;277.5;-45.5;0
1999-11-23;-221;160.65;-368.5;252.5;485;1745;278;-52.5;0
1999-11-24;-240.5;162.35;-363.5;249.5;470;1727.5;273.5;-43.5;0
1999-11-25;-246.5;162.45;-362;249.99;483.5;1742.5;268;-46.5;0
1999-11-26;-250;162.2;-359;251;470.5;1713;259;-60.5;0
1999-11-29;-239;164;-358;253;450;1680;275;-59.5;0
1999-11-30;-233.5;166.35;-353.5;253.25;398;1677;277;-47;0
1999-12-01;-228;165.85;-359;254;423;1735.5;288;-53;0
1999-12-02;-204;162.5;-353.5;253;462;1743;286.5;-41;0
1999-12-03;-196;162.5;-354;251.5;466.5;1734.5;283.5;-44.5;0
1999-12-06;-207;166.2;-360.5;259;436.5;1744;291.5;-39.5;0
1999-12-07;-212;167.1;-365.5;258.5;431.5;1741.5;292.5;-39;0
1999-12-08;-216;166;-370.5;257.5;428;1733;289;-42.5;0
1999-12-09;-214.5;162.3;-367;254.5;432;1797.5;285.5;-39.5;0
1999-12-10;-257;162.05;-356;253;404.5;1792;281;-39.5;0
1999-12-13;-258.5;163.15;-365;253.5;439.5;1794;277.5;-41.5;0
1999-12-14;-244;161.4;-363.5;253.5;446;1789.5;283;-17;0
1999-12-15;-250;164.25;-363.5;258;446;1784.5;301.5;-23;0
1999-12-16;-245.5;165.7;-365.5;259.5;441;1765.5;293;-32.5;0
1999-12-17;-247.5;166.45;-366.75;258.5;467.5;1719.5;286.5;-31.5;0
1999-12-20;-258.5;164.45;-368;258.5;460;1693.5;288;-38;0
1999-12-21;-257.5;167.55;-360;266.25;535.5;1845.5;295.5;-12;0
1999-12-22;-259.5;169.55;-351.5;265;464;1776.5;293;-27;0
1999-12-23;-253;167.9;-347;265.25;419;1762.5;282.5;-17.5;0
1999-12-24;-256;167.35;-351.5;265.25;436.5;1722.5;283.5;-17;0
1999-12-27;-254.5;167.05;-354.5;266;450;1742.5;281.5;-23;0
1999-12-28;-255.5;170.55;-356.5;262;403.5;1742.5;275;-17;0
1999-12-29;-252.5;168;-359.5;261.5;441.5;1728.5;268;-19.5;0
1999-12-30;-261.5;168.8;-363.5;259;415;1677;265.5;22.5;0
1999-12-31;-263.5;167.75;-363.5;258.5;411.5;1686;260.5;-22.5;0
2000-01-03;-271.5;168.65;-374;266.25;403.5;1631.5;268.5;-43;0
2000-01-04;-265;173.5;-382;266.75;422.5;1649.5;276.5;-65.5;0
2000-01-05;-261.5;173.4;-387.5;266.75;474.5;1673.5;283.5;-54.5;0
2000-01-06;-252.5;173;-393.5;266;470.5;1681;282.5;-54.5;0
2000-01-07;-241.5;173.45;-384;270.5;495.5;1709.5;288.5;-47;0
2000-01-10;-240;174.8;-381.5;273.25;474;1735;285.5;-39.5;0
2000-01-11;-250.5;173.45;-392.5;274.13;468;1759.5;294;-31;0
2000-01-12;-249;171;-394.5;272.5;423.5;1711;287.5;-40.5;0
2000-01-13;-243.15;168.7;-394;268.5;464.5;1783;289.5;-48.5;0
2000-01-14;-239.5;170.3;-383.5;270.5;459;1731;283.5;-38.5;0
2000-01-17;-238;171.9;-383;271;443.5;1724.5;286;-49.5;0
2000-01-18;-238.3;171;-387;270.5;471.5;1723;295;-54.5;0
2000-01-19;-239.5;170.2;-387.5;269.88;496;1706;294;-60;0
2000-01-20;-226;171;-384.5;272.5;514.5;1718.5;287.5;-76;0
2000-01-21;-213.5;168.85;-380;269.55;535;1709.5;276;-62.5;0
2000-01-24;-225.5;165.35;-388;263.05;488;1676.5;276.5;-67.5;0
2000-01-25;-225;165.9;-379;265;503;1686.5;280.5;-57.5;0
2000-01-26;-229;160.95;-394.5;260.2;480;1653.5;262;-61.5;0
2000-01-27;-230.5;155.6;-392.65;250.4;518.5;1613.5;252.5;-81;0
2000-01-28;-231.5;156.5;-392.5;255.55;511.5;1611.5;263.5;-46.5;0
2000-01-31;-213.5;154.9;-393.5;258.3;483.5;1640;269.5;-52.5;0
2000-02-01;-220.5;153.7;-393;260.85;473;1637;272.5;-60.5;0
2000-02-02;-221.5;151.15;-397.5;262;486;1655.5;266.5;-64.5;0
2000-02-03;-197;151.25;-402;265;466;1688.5;264.5;-76;0
2000-02-04;-206;156.85;-398;264.05;549.5;1710.5;269.5;-74.5;0
2000-02-07;-206;155.2;-404.85;262.05;597.5;1665.5;267.5;-82.5;0
2000-02-08;-204.5;155.05;-407.8;264.65;627.5;1678;266.5;-116.5;0
2000-02-09;-208.5;154.5;-411;266;621.5;1666;260.5;-134.5;0
2000-02-10;-204.5;154.7;-402;260.85;688.5;1688.5;262;-136.5;0
2000-02-11;-205.5;150;-407.5;260;659.5;1706.5;259.5;-132.5;0
2000-02-14;-205;150.35;-401.5;259;654;1682.5;257.5;-136.5;0
2000-02-15;-182.5;151.35;-407;258.85;708.5;1737.5;260.5;-133.5;0
2000-02-16;-182;155.85;-408.5;258.95;691.5;1722.5;260.5;-129.5;0
2000-02-17;-176.5;152.05;-422.5;259.25;718;1707;260.5;-130.5;0
2000-02-18;-181.5;147.1;-427.5;254.8;691.5;1652.5;242.5;-141.5;0
2000-02-21;-187.5;145.5;-431;253.85;697.5;1662;243.5;-132.5;0
2000-02-22;-191.5;149.25;-431.5;257;650.5;1658.5;247;-131.5;0
2000-02-23;-187.5;148.5;-437;256.5;647.5;1673;243;-130.5;0
2000-02-24;-171;149.5;-422;253.75;609.5;1692;227;-122.5;0
2000-02-25;-166.5;150.65;-415;241.2;581.5;1645.5;213;-139.5;0
2000-02-28;-169;144.9;-408;244;612.5;1674.5;231.5;-140.5;0
2000-02-29;-165.5;146.7;-405;243.55;689.5;1699;226.5;-135.5;0
2000-03-01;-177.5;143.7;-403.5;243;626.5;1679.5;228;-138.5;0
2000-03-02;-165.5;144;-401.5;240;632.5;1692.5;217;-135.5;0
2000-03-03;-160;140.95;-397.5;234.95;642;1704.5;215.5;-144.5;0
2000-03-06;-185;138.25;-403;236.35;627.5;1669;222.5;-161.5;0
2000-03-07;-194.5;137;-397.5;233.5;578;1625.5;214.5;-181.5;0
2000-03-08;-191;134;-405;234.3;610.5;1626.5;217.5;-184;0
2000-03-09;-171.5;135.75;-398.5;236.05;560.5;1621.5;221.5;-184.5;0
2000-03-10;-172.5;134.6;-402.5;234.65;531.5;1608;220.5;-186.5;0
2000-03-13;-175.5;134.65;-402;232;511;1596;216.5;-186.5;0
2000-03-14;-181.5;134.65;-404.5;233.5;489;1593;216.5;-188.5;0
2000-03-15;-179;136.55;-401.5;234.65;513;1606;220.5;-180.5;0
2000-03-16;-169;139.45;-397.5;240;563.5;1693;230.5;-166.5;0
2000-03-17;-168;138.3;-398;242;457.5;1726;234.5;-160.5;0
2000-03-20;-167.95;138.45;-396.5;244.95;465.5;1740.5;234.5;-155.5;0
2000-03-21;-171.5;138.7;-393;242.7;476;1762;223.5;-163;0
2000-03-22;-166.65;137.25;-393.7;240.9;463;1745.5;229;-177;0
2000-03-23;-133.5;137.5;-404.5;243.75;383.5;1808;229;-168.5;0
2000-03-24;-148;134.4;-406.5;250.35;356.5;1805;236.5;-155.5;0
2000-03-27;-135;139.1;-400.5;250;405.5;1803;231.5;-150;0
2000-03-28;-126.5;138.7;-395.5;249;379.5;1826;230;-152.5;0
2000-03-29;-131.5;135.85;-393;243.9;345;1786.5;228;-154.5;0
2000-03-30;-141;137.65;-394;245.8;318.5;1777.5;232.5;-157.5;0
2000-03-31;-128;138;-394;246.1;358.5;1825;231.5;-162.5;0
2000-04-03;-125.5;138.5;-389;243.7;371.5;1796.5;231.5;-171.5;0
2000-04-04;-139.5;143.7;-383;240.3;360;1785.5;224.5;-187.5;0
2000-04-05;-137.5;142.3;-391.5;243.7;440.5;1862.5;227;-189.5;0
2000-04-06;-139.5;138.55;-389.5;241.8;384;1816;225.5;-188.5;0
2000-04-07;-134.5;135.55;-392.5;238.85;378.5;1805;221.5;-195.5;0
2000-04-10;-135;133.35;-403;235.35;319;1788.5;218.5;-208.5;0
2000-04-11;-145.5;130.45;-407.5;236.9;369;1794.5;220.5;-201.5;0
2000-04-12;-146.5;130.85;-396;233.8;345;1823;217;-206.5;0
2000-04-13;-140.5;131.15;-396.5;232.25;313.5;1819.5;218.5;-209;0
2000-04-14;-146.5;132.85;-393.5;230.95;292.5;1851.5;215.5;-200.5;0
2000-04-17;-141;129.65;-389.65;231.35;291;1828.5;219;-207.5;0
2000-04-18;-138.5;130.5;-390.5;226.45;302.5;1831.5;213.5;-217.5;0
2000-04-19;-135;127.9;-393;222.8;288;1829;208.5;-223.5;0
2000-04-20;-140.4;126.1;-398.5;219.7;295.5;1834;208.5;-218.5;0
2000-04-21;-143.5;126;-400.5;219.1;274.5;1791.5;207.5;-227.5;0
2000-04-24;-141.5;126.25;-400.5;219.9;275;1795.5;208;-236.5;0
2000-04-25;-135;120.1;-400;218;311.5;1812.5;204.5;-210.5;0
2000-04-26;-131.5;121;-401.6;224.7;281.5;1832.5;215.5;-209.5;0
2000-04-27;-130;128;-403.5;226.7;250;1865.51;216.5;-192.5;0
2000-04-28;-125;111.7;-414;232.6;216;1868;213.5;-197.5;0
2000-05-01;-132;112.5;-420.5;233.1;202.5;1862;214.5;-200.5;0
2000-05-02;-146;107.5;-422;225.7;148.5;1795;207.5;-203.5;0
2000-05-03;-161.5;103;-425;223.4;108;1733;206.5;-200.5;0
2000-05-04;-155.5;102.2;-420;218.55;106.5;1708.5;203;-187.5;0
2000-05-05;-161.5;104.1;-425.5;226.6;55.5;1744;202;-186.5;0
2000-05-08;-160.5;103.95;-428;228.05;45.5;1695.5;205.5;-175.5;0
2000-05-09;-155.5;108.45;-433.5;231.1;18.5;1736.5;215.5;-164.5;0
2000-05-10;-141.5;107.5;-429.5;230;80;1820.5;215.5;-139.5;0
2000-05-11;-154.5;109.55;-435.5;222;-36.5;1695.5;204.5;-150.5;0
2000-05-12;-176.5;111.1;-449.5;231.7;-126.5;1643.5;208.5;-165.5;0
2000-05-15;-151.5;111;-441.5;232.5;-93;1669.5;218;-158.5;0
2000-05-16;-159;106.5;-442.5;226.5;-85.5;1673;204.5;-186.5;0
2000-05-17;-170.5;96.15;-454;219.05;-186;1578.5;201.5;-200.5;0
2000-05-18;-172;92.5;-446.5;219.5;-142;1576.5;192.5;-201.5;0
2000-05-19;-171.5;87.85;-443;212.65;-224.5;1558;178.5;-213.5;0
2000-05-22;-167;88.25;-442.5;214.95;-198.5;1578;183.5;-210.5;0
2000-05-23;-167;94.25;-439;220;-192.5;1640.5;193.5;-200.5;0
2000-05-24;-163.5;95.55;-444;227.3;-141.5;1676;208.5;-182.5;0
2000-05-25;-163.5;96.5;-440.5;226.5;-208;1619;203.5;-184.5;0
2000-05-26;-168.5;102.75;-446.5;231.8;-162.5;1639.5;210.5;-193.5;0
2000-05-29;-166.5;98.75;-444.5;230.2;-163.5;1631.5;207.5;-217.5;0
2000-05-30;-170.5;96.05;-451.5;229.1;-189;1618;203.5;-217.5;0
2000-05-31;-171.5;95.2;-463;229.4;-228.5;1578.5;198.5;-230.5;0
2000-06-01;-165;94.65;-461.5;220.4;-245;1560;184.5;-245.5;0
2000-06-02;-156.5;96.95;-454.5;219.55;-204;1624;178.5;-250.5;0
2000-06-05;-161.5;98;-452;217.7;-167.5;1627;184.5;-257.5;0
2000-06-06;-165;98.3;-446;221.6;-115;1673.5;193;-246.5;0
2000-06-07;-168.3;99.75;-445;229.15;-73.5;1720;204.5;-245.5;0
2000-06-08;-177.5;89.5;-461;209.5;-220;1611.5;175.5;-269.5;0
2000-06-09;-165.5;90;-464.5;209.85;-220;1624.5;179.5;-272.5;0
2000-06-12;-164.5;91.4;-463;210.5;-233;1600;182;-272.5;0
2000-06-13;-161.4;93.9;-461;207.6;-200;1638.5;175;-284;0
2000-06-14;-153;90.15;-455.5;209.75;-144;1735;176.5;-286.5;0
2000-06-15;-154.5;92.2;-454;211.5;-97.5;1762;179;-279.5;0
2000-06-16;-154.9;92.95;-456.5;211.5;-69;1783;180.5;-274.5;0
2000-06-19;-151;90.05;-447.5;209.25;-64.5;1789.5;174.5;-279.5;0
2000-06-20;-154.5;89.5;-453;207.5;-85;1771;173.5;-285.5;0
2000-06-21;-156;90.3;-452;204.5;-88.5;1757;169.5;-278;0
2000-06-22;-161;84.5;-443.5;199.5;-108.5;1828;162;-277.5;0
2000-06-23;-165.5;85.5;-441.5;201;-104.5;1871;164.5;-273.5;0
2000-06-26;-167.5;82.8;-445;200.5;-139.5;1859.5;163.5;-273.5;0
2000-06-27;-179.5;83;-449;200;-143.5;1895;163;-290;0
2000-06-28;-181.5;81.5;-450;196.5;-161.5;1854.5;157.5;-294.5;0
2000-06-29;-180;80.5;-449.5;197;-69.5;1896.5;158;-298.5;0
2000-06-30;-172.6;83.1;-451.5;197.5;-32.5;1909;155.5;-304;0
2000-07-03;-178.5;80;-451.5;200;-67.5;1856;148.5;-298.5;0
2000-07-04;-180.5;78.6;-455.5;189.5;-57.5;1840.5;147.5;-316.5;0
2000-07-05;-178.5;78.3;-456;188.5;-28.5;1879.5;154.5;-289.5;0
2000-07-06;-184;78.5;-457.5;190;-8.5;1851.5;150;-291.5;0
2000-07-07;-180.5;76.1;-462.5;184;-45;1811.5;142;-296.5;0
2000-07-10;-185.5;77.4;-458.5;186.5;-42;1832;144;-309.5;0
2000-07-11;-185.5;78.5;-459.5;184.75;-89.5;1874;142.5;-303.5;0
2000-07-12;-184.5;73.35;-465.5;183.25;-136.5;1858;141.5;-299;0
2000-07-13;-187.5;70.95;-465;176.5;-148.5;1843;130.5;-310.5;0
2000-07-14;-187.5;69.9;-464.5;177.5;-161.5;1839.5;131.5;-318.5;0
2000-07-17;-189;71.1;-475;181;-156.5;1830.5;135.5;-303.5;0
2000-07-18;-197;69.5;-474;178;-207;1803.5;126.5;-306.5;0
2000-07-19;-193.5;70.45;-467.5;174.75;-196.5;1771;128.5;-301.5;0
2000-07-20;-190.5;74.5;-462.5;171.5;-209.5;1805.5;122;-318.5;0
2000-07-21;-195;76.2;-469.5;171.75;-217.5;1771.5;120;-327.5;0
2000-07-24;-193.5;73.9;-473.5;169.5;-187.5;1787;119.5;-322;0
2000-07-25;-191.6;74.95;-476.5;171.45;-197.5;1809;122.5;-323.5;0
2000-07-26;-187.5;72.15;-478.5;174.05;-145.5;1800.5;130.5;-316.5;0
2000-07-27;-187;69.5;-477;167.45;-153.5;1790;120.5;-328.5;0
2000-07-28;-180;71.35;-477.5;168.2;-193.5;1787.5;124.5;-324;0
2000-07-31;-181;74;-480.5;171.45;-181;1831;119.5;-326.5;0
2000-08-01;-173.5;74.95;-465.05;168.9;-159;1837;129.5;-332.5;0
2000-08-02;-187;74.7;-467;166.4;-208;1829.5;123;-336;0
2000-08-03;-187.65;70.85;-461;161.6;-181;1815.5;127.5;-333.5;0
2000-08-04;-183;70.9;-464;160.8;-186;1870;113;-331;0
2000-08-07;-178.41;71.5;-461.53;161.2;-113.5;1829.5;114.5;-348;0
2000-08-08;-189;70.83;-455;162.3;-229.5;1785.5;116;-331;0
2000-08-09;-196.9;67.37;-450.46;158.65;-262;1832.5;110.5;-342.5;0
2000-08-10;-206;67.05;-444.37;154.1;-291.5;1705.5;110;-344.5;0
2000-08-11;-209;66.2;-452;150.4;-268.5;1713.5;102.5;-357;0
2000-08-14;-217;63.3;-464;148.65;-413.5;1661.5;101.5;-349;0
2000-08-15;-209;63.35;-465;147.75;-293.5;1650.5;100;-355;0
2000-08-16;-205.5;64.9;-466.5;148.9;-429;1665;97.25;-355.5;0
2000-08-17;-204;66;-464;149.5;-432;1662.5;103.5;-346;0
2000-08-18;-201.45;65.85;-457;144.4;-417.5;1632;100;-352.5;0
2000-08-21;-206;62.45;-462.5;141.4;-486;1603;98;-352;0
2000-08-22;-205;62.9;-453;142.8;-453.5;1649;94.5;171.5;0
2000-08-23;-207;63.9;-449;144;-499;1655;97.5;-338.5;0
2000-08-24;-192.5;62.75;-449.5;140.2;-466.5;1622;94;-538.5;0
2000-08-25;-212.5;61.1;-449;137.1;-508.5;1593.5;89;-360.5;0
2000-08-28;-218;61.5;-444;137.5;-497;1590.5;80;-355;0
2000-08-29;-211.5;67.5;-441.5;141.5;-501.5;1609.5;92.5;-351.5;0
2000-08-30;-218.05;65.5;-443;140;-532.5;1649.5;95;-344.5;0
2000-08-31;-215.5;68.5;-437;139.75;-513;1698;93.5;-347.5;0
2000-09-01;-224;70.9;-432.5;141.3;-489;1776.5;93;-353.5;0
2000-09-04;-220.5;71.5;-430.5;140.9;-496;1809;94.5;-349;0
2000-09-05;-222.5;68.5;-432;137.5;-496.5;1823.5;91;-345.5;0
2000-09-06;-222.5;62.55;-422.5;131.53;-494;1833.5;87.5;-482;0
2000-09-07;-219.55;71;-421;133.8;-468.5;1812;84;-433.5;0
2000-09-08;-221.5;63.15;-424.5;131.05;-488.5;1814.5;84;-429;0
2000-09-11;-222;61.75;-420;130.1;-511;1830;76.5;-378.5;0
2000-09-12;-219.5;63;-424;132.5;-498;1851;87.5;-389.5;0
2000-09-13;-215;64.65;-422.5;131.45;-499;1911;89;-339.5;0
2000-09-14;-219.5;65.2;-418;134.9;-444;1904;91;-334.5;0
2000-09-15;-218.5;66.65;-410;132.9;-414;1950;90.5;-305.5;0
2000-09-18;-219.5;63.5;-408;130.5;-404;1912;88;-306.5;0
2000-09-19;-218;63.6;-407.5;134.4;-368;1934;93;-306.5;0
2000-09-20;-218;65.05;-402;134.5;-358.5;1871.5;91;-329;0
2000-09-21;-217.5;65.1;-406;134.65;-378;1890;95;275;0
2000-09-22;-208;65.75;-418.5;138.55;-341.5;1912.5;94;-268;0
2000-09-25;-215;63.9;-419.5;137.45;-392;1911;91;-339;0
